City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
278,recife,-8.0539,-34.8811,299.17,73,40,6.17,BR,2024-09-17
279,bredy,52.4153,60.3411,278.96,69,13,4.33,RU,2024-09-17
280,kununurra,-15.7667,128.7333,294.14,60,100,9.77,AU,2024-09-17
281,gilgit,35.9221,74.3087,292.35,39,100,2.09,PK,2024-09-17
282,collie,-33.3667,116.15,291.13,36,0,1.88,AU,2024-09-17
283,barcelos,41.5388,-8.6151,294.07,30,8,4.58,PT,2024-09-17
284,san angelo,31.4638,-100.437,304.56,46,0,3.13,US,2024-09-17
285,balkanabat,39.5108,54.3671,294.17,26,24,1.87,TM,2024-09-17
286,riva del garda,45.8858,10.8412,286.93,74,100,3.65,IT,2024-09-17
287,casino,-28.8667,153.05,294.38,36,0,1.77,AU,2024-09-17
288,sunchales,-30.944,-61.5615,288.84,49,0,4.94,AR,2024-09-17
289,mossel bay,-34.1831,22.146,286.11,76,0,2.2,ZA,2024-09-17
290,nabire,-3.3667,135.4833,304.26,66,90,1.44,ID,2024-09-17
291,monroe,43.1501,-77.6831,293.72,81,100,2.23,US,2024-09-17
292,xunchang,28.4543,104.715,297.04,85,54,1.0,CN,2024-09-17
293,gadzhiyevo,69.2551,33.3362,281.58,86,100,4.41,RU,2024-09-17
294,lupane,-18.9315,27.807,291.77,31,0,2.7,ZW,2024-09-17
295,langepas,61.2544,75.2124,280.98,64,98,4.54,RU,2024-09-17
296,saint-paul,-21.0096,55.2707,294.56,74,68,1.16,RE,2024-09-17
297,cabo san lucas,22.8909,-109.9124,299.32,71,0,5.81,MX,2024-09-17
298,brookings,44.3114,-96.7984,297.62,74,0,4.63,US,2024-09-17
299,chaykovskiy,56.7686,54.1148,284.93,93,31,1.15,RU,2024-09-17
300,st. john's,47.5649,-52.7093,290.91,84,100,4.47,CA,2024-09-17
301,cockburn town,21.4612,-71.1419,302.37,80,100,9.01,TC,2024-09-17
302,howrah,22.5892,88.3103,301.15,94,40,2.06,IN,2024-09-17
303,klyuchi,52.2667,79.1667,276.8,80,8,3.57,RU,2024-09-17
304,tolanaro,-25.0319,46.9987,292.19,94,0,1.03,MG,2024-09-17
305,la passe,45.5549,-0.8967,286.59,81,2,4.42,FR,2024-09-17
306,inhambane,-23.865,35.3833,296.15,96,27,1.59,MZ,2024-09-17
307,daru,-9.0763,143.2092,298.35,88,100,8.57,PG,2024-09-17
308,sao paulo de olivenca,-3.3783,-68.8725,297.54,91,94,1.35,BR,2024-09-17
309,chania,35.5122,24.0156,306.75,77,20,2.06,GR,2024-09-17
310,tadine,-21.55,167.8833,295.49,47,73,7.56,NC,2024-09-17
311,saint-philippe,-21.3585,55.7679,293.89,79,66,5.43,RE,2024-09-17
312,nguti,5.3299,9.4185,295.59,97,100,0.93,CM,2024-09-17
313,kitui,-1.367,38.0106,289.04,92,21,2.4,KE,2024-09-17
314,nuuk,64.1835,-51.7216,274.49,100,100,3.09,GL,2024-09-17
315,mankono,8.0586,-6.1897,295.99,91,30,0.83,CI,2024-09-17
316,usogorsk,63.4106,48.6872,286.3,86,5,2.68,RU,2024-09-17
317,lockwood,45.8191,-108.4149,298.38,43,40,3.6,US,2024-09-17
318,kiranur,10.5699,78.7868,300.99,63,42,6.02,IN,2024-09-17
319,hilo,19.7297,-155.09,302.01,80,100,3.09,US,2024-09-17
320,port alfred,-33.5906,26.891,287.69,91,53,1.33,ZA,2024-09-17
321,suva,-18.1416,178.4415,294.86,100,75,4.63,FJ,2024-09-17
322,antsiranana,-12.2787,49.2917,294.71,75,0,7.28,MG,2024-09-17
323,goundam,16.4145,-3.6708,304.69,52,97,4.59,ML,2024-09-17
324,bennington,42.8781,-73.1968,291.21,83,100,2.57,US,2024-09-17
325,auki,-8.7676,160.7034,303.92,63,2,3.11,SB,2024-09-17
326,puerto bolivar,-3.2667,-79.9833,294.95,86,10,1.68,EC,2024-09-17
327,lata,40.1629,-8.3327,292.87,47,0,2.74,PT,2024-09-17
328,ulsteinvik,62.3432,5.8487,286.9,79,100,0.45,NO,2024-09-17
329,utrik,11.2278,169.8474,301.32,76,76,4.03,MH,2024-09-17
330,ma'an,26.9775,110.7211,297.78,84,100,0.64,CN,2024-09-17
331,ibadan,7.3878,3.8964,296.09,97,100,1.29,NG,2024-09-17
332,oebisfelde,52.4333,10.9833,289.29,59,73,2.4,DE,2024-09-17
333,tanjung pandan,-2.75,107.65,302.25,61,100,4.09,ID,2024-09-17
334,college,64.8569,-147.8028,283.19,78,75,2.57,US,2024-09-17
335,lebyazh'ye,55.2689,66.4947,278.52,75,0,0.49,RU,2024-09-17
336,vytegra,61.0064,36.4481,286.7,88,93,1.49,RU,2024-09-17
337,cox's bazar,21.4532,91.9798,299.56,87,78,2.59,BD,2024-09-17
338,yaren,-0.5472,166.916,301.5,69,100,3.04,NR,2024-09-17
339,geraldton,-28.7667,114.6,292.38,42,0,6.17,AU,2024-09-17
340,forde,61.4522,5.8572,283.21,100,100,1.03,NO,2024-09-17
341,porto de moz,-1.7483,-52.2383,300.18,50,5,1.74,BR,2024-09-17
342,taro,-8.3862,115.28,297.77,56,69,2.01,ID,2024-09-17
343,bridgewater,44.3835,-64.5155,290.97,74,0,3.6,CA,2024-09-17
344,mananjary,-21.2167,48.3333,291.16,86,25,3.01,MG,2024-09-17
345,anse-bertrand,16.4721,-61.5078,300.05,71,11,8.08,GP,2024-09-17
346,thunder bay,48.4001,-89.3168,294.1,88,75,1.03,CA,2024-09-17
347,lorengau,-2.0226,147.2712,303.23,70,71,4.25,PG,2024-09-17
348,batang,-6.4846,110.7083,300.85,55,100,4.66,ID,2024-09-17
349,baruun-urt,46.6806,113.2792,287.94,37,100,2.55,MN,2024-09-17
350,bakhmach,51.1808,32.7569,288.72,52,8,4.25,UA,2024-09-17
351,al ghayzah,16.2079,52.176,297.6,84,27,1.38,YE,2024-09-17
352,mao,39.8885,4.2658,293.46,52,20,9.26,ES,2024-09-17
353,roma,43.2128,-75.4557,293.91,82,0,0.0,US,2024-09-17
354,snyder,32.7179,-100.9176,303.34,32,0,3.09,US,2024-09-17
355,aykhal,66.0,111.5,274.91,98,100,5.85,RU,2024-09-17
356,port lincoln,-34.7333,135.8667,287.67,54,0,3.08,AU,2024-09-17
357,oroqen zizhiqi,50.5667,123.7167,288.82,33,0,3.13,CN,2024-09-17
358,tomatlan,19.9333,-105.25,299.13,85,100,1.47,MX,2024-09-17
359,sandnessjoen,66.0217,12.6316,285.22,76,100,10.03,NO,2024-09-17
360,carnarvon,-24.8667,113.6333,297.55,31,0,9.36,AU,2024-09-17
361,egilsstadir,65.2653,-14.3948,282.1,81,100,3.09,IS,2024-09-17
362,sliven,42.6858,26.3292,288.35,77,38,2.23,BG,2024-09-17
363,juneau,58.3019,-134.4197,285.6,76,75,3.6,US,2024-09-17
364,zhezqazghan,47.7833,67.7667,279.47,52,0,11.0,KZ,2024-09-17
365,sao jose da coroa grande,-8.8978,-35.1478,297.01,77,15,4.53,BR,2024-09-17
366,dunedin,-45.8742,170.5036,276.37,93,82,4.47,NZ,2024-09-17
367,camocim,-2.9022,-40.8411,298.59,80,0,8.25,BR,2024-09-17
368,akureyri,65.6835,-18.0878,280.11,93,100,1.03,IS,2024-09-17
369,miki,34.8,134.9833,302.91,61,52,2.43,JP,2024-09-17
370,medina,24.4686,39.6142,304.39,19,0,1.03,SA,2024-09-17
371,cestos city,5.46,-9.5828,298.32,88,69,3.18,LR,2024-09-17
372,bondo,3.8146,23.6866,292.96,97,80,0.25,CD,2024-09-17
373,talara,-4.5772,-81.2719,290.57,94,0,6.17,PE,2024-09-17
374,puerto maldonado,-12.6,-69.1833,298.56,44,5,0.71,PE,2024-09-17
375,amuntai,-2.4177,115.2494,302.24,59,89,0.93,ID,2024-09-17
376,altai,46.3722,96.2583,283.08,26,0,4.59,MN,2024-09-17
377,steinkjer,64.193,11.3851,282.02,94,100,1.36,NO,2024-09-17
378,axim,4.8699,-2.2405,296.52,92,0,2.67,GH,2024-09-17
379,aras-asan,8.8908,126.3033,302.11,68,95,3.47,PH,2024-09-17
380,bamboo flat,11.7,92.7167,300.2,94,75,2.57,IN,2024-09-17
381,north bend,43.4065,-124.2243,293.29,82,100,6.17,US,2024-09-17
382,limon,10.0,-83.0333,301.67,77,100,0.17,CR,2024-09-17
383,waitara,-38.925,174.25,282.59,50,100,10.68,NZ,2024-09-17
384,cabugao,17.7931,120.4578,298.4,89,100,1.71,PH,2024-09-17
385,figuig (centre),32.1089,-1.2286,294.31,60,72,4.37,MA,2024-09-17
386,gadhada,21.9667,71.5667,296.71,81,25,3.69,IN,2024-09-17
387,taltal,-25.4,-70.4833,286.55,92,44,1.63,CL,2024-09-17
388,ma'rib,15.4591,45.3253,299.76,16,80,2.06,YE,2024-09-17
389,chernyshevskiy,63.0128,112.4714,275.48,74,100,5.22,RU,2024-09-17
390,sheringham,52.9408,1.2093,285.79,80,16,4.8,GB,2024-09-17
391,gunnedah,-30.9833,150.25,291.1,41,0,3.18,AU,2024-09-17
392,huron,41.1501,-82.5499,292.4,72,28,3.35,US,2024-09-17
393,byron bay,-28.65,153.6167,292.26,53,0,4.33,AU,2024-09-17
394,kelapa sawit,1.6698,103.5327,301.21,83,20,1.54,MY,2024-09-17
395,neryungri,56.6709,124.6491,274.72,88,100,5.27,RU,2024-09-17
396,merizo village,13.2658,144.6691,302.58,86,100,3.91,GU,2024-09-17
397,severo-yeniseyskiy,60.3725,93.0408,274.31,92,100,1.98,RU,2024-09-17
398,kikinda,45.8297,20.4653,285.08,86,100,1.93,RS,2024-09-17
399,grande prairie,55.1667,-118.8027,291.75,40,11,5.21,CA,2024-09-17
400,kruisfontein,-34.0033,24.7314,282.45,87,0,1.4,ZA,2024-09-17
401,pyin oo lwin,22.0333,96.4667,294.28,89,16,0.46,MM,2024-09-17
402,nar'yan-mar,67.6713,53.087,286.39,95,100,4.07,RU,2024-09-17
403,guangyuan,32.442,105.823,299.51,74,36,1.29,CN,2024-09-17
404,mukalla,14.5425,49.1242,299.08,88,37,3.53,YE,2024-09-17
405,vorkuta,67.5,64.0,285.75,99,100,3.2,RU,2024-09-17
406,paramonga,-10.6667,-77.8333,289.85,86,9,3.41,PE,2024-09-17
407,mana,5.6592,-53.7767,299.77,83,0,6.15,GF,2024-09-17
408,cameron park,38.6688,-120.9872,293.55,49,79,0.89,US,2024-09-17
409,freetown,8.484,-13.2299,297.98,86,53,2.04,SL,2024-09-17
410,moranbah,-22.0016,148.0466,297.17,33,100,8.55,AU,2024-09-17
411,altar,30.7,-111.8167,305.05,44,25,9.17,MX,2024-09-17
412,el calafate,-50.3408,-72.2768,277.31,88,26,2.67,AR,2024-09-17
413,wakkanai,45.4094,141.6739,294.14,73,40,11.83,JP,2024-09-17
414,krasnoyarsk,56.0097,92.7917,275.37,85,100,1.09,RU,2024-09-17
415,waslala,13.2333,-85.3833,297.81,97,89,0.66,NI,2024-09-17
416,bratslav,48.8226,28.9407,289.86,43,100,5.17,UA,2024-09-17
417,indianola,41.3581,-93.5574,299.04,71,100,0.89,US,2024-09-17
418,castillos,-34.1667,-53.8333,284.72,80,0,2.06,UY,2024-09-17
419,undurkhaan,47.3194,110.6556,287.31,42,0,2.78,MN,2024-09-17
420,yuzhno-kurilsk,44.0306,145.8556,290.05,91,100,6.42,RU,2024-09-17
421,shimoda,34.6667,138.95,301.24,75,18,1.57,JP,2024-09-17
422,morondava,-20.2833,44.2833,297.04,83,11,2.48,MG,2024-09-17
423,sao joao da barra,-21.6403,-41.0511,296.69,86,100,4.94,BR,2024-09-17
424,wanning,18.8003,110.3967,300.87,83,99,2.88,CN,2024-09-17
425,ibarreta,-25.2144,-59.8585,291.26,38,0,2.62,AR,2024-09-17
426,fengkou,30.0833,113.2667,301.48,63,99,5.36,CN,2024-09-17
427,ladario,-19.0047,-57.6017,296.88,47,11,1.01,BR,2024-09-17
428,lompoc,34.6391,-120.4579,292.05,70,40,6.17,US,2024-09-17
429,pierre,44.3683,-100.351,300.66,47,0,5.66,US,2024-09-17
430,slidell,30.2752,-89.7812,300.39,78,0,0.0,US,2024-09-17
431,papao,-17.75,-149.55,299.97,82,100,4.25,PF,2024-09-17
432,belfast,54.5833,-5.9333,288.48,84,100,2.06,GB,2024-09-17
433,broken hill,-31.95,141.4333,288.43,34,0,1.73,AU,2024-09-17
434,murghob,38.1702,73.9667,277.26,57,100,2.44,TJ,2024-09-17
435,hadibu,12.65,54.0333,298.34,84,31,6.16,YE,2024-09-17
436,sao vicente,-23.9631,-46.3919,289.81,26,100,2.4,BR,2024-09-17
437,kanker,20.2719,81.4931,295.92,93,100,4.18,IN,2024-09-17
438,nagqu,31.5,92.0,278.02,75,2,1.41,CN,2024-09-17
439,forster,-32.1667,152.5167,292.8,65,1,3.3,AU,2024-09-17
440,nizhniy odes,63.6445,54.856,287.16,97,96,2.29,RU,2024-09-17
441,mahina,-17.5065,-149.489,300.02,83,41,4.63,PF,2024-09-17
442,boldumsaz,42.1282,59.671,288.87,41,0,4.63,TM,2024-09-17
443,bichura,50.5881,107.6022,282.46,77,0,2.26,RU,2024-09-17
444,leer,53.2316,7.461,287.56,94,6,3.03,DE,2024-09-17
445,cam ranh,11.9214,109.1591,301.13,83,75,1.54,VN,2024-09-17
446,saint johns,29.8961,-81.4165,297.54,81,100,3.6,US,2024-09-17
447,queenstown,-31.8976,26.8753,283.74,89,66,2.11,ZA,2024-09-17
448,rantepao,-2.9701,119.8978,298.38,63,23,1.18,ID,2024-09-17
449,fasa,28.9383,53.6482,290.73,52,0,0.0,IR,2024-09-17
450,westport,41.1415,-73.3579,292.15,84,0,2.06,US,2024-09-17
451,puerto lempira,15.2667,-83.7667,300.74,85,100,3.04,HN,2024-09-17
452,mamuju,-2.6748,118.8885,302.62,55,17,0.59,ID,2024-09-17
453,rajo khanani,24.9841,68.8536,297.64,83,0,4.41,PK,2024-09-17
454,enewetak,11.3474,162.3373,301.96,75,90,5.19,MH,2024-09-17
455,labytnangi,66.6572,66.4183,287.04,91,100,2.02,RU,2024-09-17
456,kathmandu,27.7167,85.3167,294.27,100,75,1.03,NP,2024-09-17
457,al khawr,25.7667,51.3167,301.35,47,0,0.44,QA,2024-09-17
458,ostrov,57.3439,28.3537,286.09,68,13,1.49,RU,2024-09-17
459,groningen,53.25,6.75,288.72,91,100,2.57,NL,2024-09-17
460,fortuna,40.5982,-124.1573,289.78,86,20,5.66,US,2024-09-17
461,mbala,-8.8402,31.3659,289.86,37,40,2.8,ZM,2024-09-17
462,quelimane,-17.8786,36.8883,298.12,78,0,3.09,MZ,2024-09-17
463,makubetsu,45.3714,141.8211,293.99,73,40,11.83,JP,2024-09-17
464,obala,4.1667,11.5333,294.01,98,99,2.34,CM,2024-09-17
465,tete,-16.1564,33.5867,298.12,29,0,1.54,MZ,2024-09-17
466,dordrecht,51.81,4.6736,287.58,93,0,0.89,NL,2024-09-17
467,nadi,-17.8,177.4167,298.15,78,75,5.14,FJ,2024-09-17
468,praia,14.9215,-23.5087,299.45,73,40,2.57,CV,2024-09-17
469,akdagmadeni,39.6603,35.8836,286.17,86,9,1.92,TR,2024-09-17
470,piti village,13.4626,144.6933,304.18,85,100,4.42,GU,2024-09-17
471,katsuura,35.1333,140.3,301.11,76,80,4.21,JP,2024-09-17
472,lerici,44.0759,9.9112,292.51,54,99,3.7,IT,2024-09-17
473,pauini,-7.7136,-66.9764,302.11,40,40,1.1,BR,2024-09-17
474,kalkaman,51.9525,76.0211,281.62,54,100,3.02,KZ,2024-09-17
475,labasa,-16.4167,179.3833,301.83,64,89,3.31,FJ,2024-09-17
476,myrina,39.8797,25.0742,288.73,77,0,0.0,GR,2024-09-17
477,crane,31.3974,-102.3501,303.0,41,100,6.6,US,2024-09-17
478,hami,42.8,93.45,295.37,17,0,1.66,CN,2024-09-17
479,yangshuo,24.7808,110.4897,299.04,85,100,1.88,CN,2024-09-17
480,cascais,38.6979,-9.4215,297.35,51,0,1.71,PT,2024-09-17
481,beerwah,-26.85,152.9667,295.21,100,98,2.68,AU,2024-09-17
482,rivne,50.6231,26.2274,287.77,51,74,4.28,UA,2024-09-17
483,umluj,25.0213,37.2685,302.16,66,4,2.82,SA,2024-09-17
484,acarau,-2.8856,-40.12,298.52,83,1,8.31,BR,2024-09-17
485,namsos,64.4662,11.4957,284.1,87,100,1.54,NO,2024-09-17
486,antonio enes,-16.2325,39.9086,295.54,87,0,3.42,MZ,2024-09-17
487,arraial do cabo,-22.9661,-42.0278,294.83,89,100,9.31,BR,2024-09-17
488,grantsville,40.5999,-112.4644,298.31,21,75,4.12,US,2024-09-17
489,charcas,23.1333,-101.1167,294.36,68,88,3.55,MX,2024-09-17
490,kenai,60.5544,-151.2583,288.2,68,0,8.75,US,2024-09-17
491,ambovombe,-25.1667,46.0833,292.89,88,89,1.82,MG,2024-09-17
492,trondheim,63.4305,10.3951,284.18,94,100,1.26,NO,2024-09-17
493,victoria falls,-17.9235,25.843,294.98,27,0,1.99,ZW,2024-09-17
494,maribo,54.7766,11.5002,287.01,87,0,4.44,DK,2024-09-17
495,magadan,59.5667,150.8,278.59,82,91,1.19,RU,2024-09-17
496,northam,51.0333,-4.2167,285.83,81,20,2.29,GB,2024-09-17
497,saldanha,-33.0117,17.9442,283.18,85,4,7.12,ZA,2024-09-17
498,jerantut,3.936,102.3626,298.06,94,89,0.33,MY,2024-09-17
499,pervomayskoye,43.919,46.7102,292.38,57,45,6.35,RU,2024-09-17
500,yambio,4.5721,28.3955,293.07,97,100,0.76,SS,2024-09-17
501,manakara,-22.1333,48.0167,291.08,86,9,3.22,MG,2024-09-17
502,vorgashor,67.5833,63.95,285.5,98,100,3.11,RU,2024-09-17
503,aripuana,-9.1667,-60.6333,301.56,35,5,1.26,BR,2024-09-17
504,dergachi,51.2328,48.7659,291.3,49,96,5.01,RU,2024-09-17
505,vidalia,32.2177,-82.4135,294.12,78,0,2.06,US,2024-09-17
506,polyarnyy,69.1989,33.4478,281.55,87,100,4.38,RU,2024-09-17
507,homer,59.6425,-151.5483,286.09,70,0,7.72,US,2024-09-17
508,martapura,-3.4167,114.85,302.2,70,80,2.57,ID,2024-09-17
509,saudarkrokur,65.7461,-19.6394,279.24,86,100,2.0,IS,2024-09-17
510,beloyarskiy,63.7119,66.6722,285.64,97,97,1.92,RU,2024-09-17
511,guixi,28.2886,117.2133,302.59,72,100,2.0,CN,2024-09-17
512,yershov,51.3513,48.2766,290.71,53,99,3.79,RU,2024-09-17
513,grand falls-windsor,48.9332,-55.6649,291.21,88,100,6.23,CA,2024-09-17
514,kharp,66.8014,65.8081,287.51,91,100,1.93,RU,2024-09-17
515,lospalos,-8.5186,127.0025,301.38,56,26,3.6,TL,2024-09-17
516,poplar bluff,36.757,-90.3929,296.09,58,0,0.0,US,2024-09-17
517,lagunas,-5.2269,-75.6753,297.04,94,100,1.44,PE,2024-09-17
518,danjiangkou,32.5428,111.5086,299.63,65,75,1.55,CN,2024-09-17
519,kavaratti,10.5669,72.642,300.61,80,66,6.95,IN,2024-09-17
520,odda,60.0691,6.5457,279.76,91,99,0.27,NO,2024-09-17
521,orcopampa,-15.2661,-72.3417,282.36,46,13,2.1,PE,2024-09-17
522,tarakan,3.3,117.6333,301.87,79,20,3.6,ID,2024-09-17
523,bedi,22.5,70.05,299.8,71,100,4.51,IN,2024-09-17
524,puerto baquerizo moreno,-0.9,-89.6,294.35,86,81,6.0,EC,2024-09-17
525,ciudad madero,22.2667,-97.8333,301.51,83,75,1.54,MX,2024-09-17
526,balabac,7.9868,117.0645,299.86,89,100,9.78,PH,2024-09-17
527,tidjikja,18.5564,-11.4271,301.75,54,68,3.0,MR,2024-09-17
528,sinsang-ni,39.6503,127.4058,297.99,74,0,2.06,KP,2024-09-17
529,koidu,8.4167,-10.8333,294.67,99,47,0.62,SL,2024-09-17
530,mudgee,-32.5943,149.5871,289.61,44,0,1.79,AU,2024-09-17
531,happy valley-goose bay,53.3168,-60.3315,290.32,77,20,3.6,CA,2024-09-17
532,nanao,37.05,136.9667,302.54,79,35,0.32,JP,2024-09-17
533,chake chake,-5.2459,39.7666,296.2,84,17,2.88,TZ,2024-09-17
534,cambria,35.5641,-121.0808,292.17,80,0,2.68,US,2024-09-17
535,laojunmiao,39.8333,97.7333,288.23,65,0,4.17,CN,2024-09-17
536,lazaro cardenas,17.9583,-102.2,301.62,81,100,2.78,MX,2024-09-17
537,norrtalje,59.758,18.705,284.83,94,97,1.46,SE,2024-09-17
538,san pedro,14.35,121.0167,298.72,89,100,5.66,PH,2024-09-17
539,nikolayevsk-on-amure,53.1406,140.73,287.73,68,100,1.96,RU,2024-09-17
540,ixtapa,20.7,-105.2,303.72,70,75,2.06,MX,2024-09-17
541,caleta de carquin,-11.0925,-77.6267,290.21,83,0,4.27,PE,2024-09-17
542,bage,-31.3314,-54.1069,286.03,88,0,1.54,BR,2024-09-17
543,dingzhou,38.5131,114.9956,296.03,68,0,1.21,CN,2024-09-17
544,bodo,67.28,14.405,284.14,95,75,9.77,NO,2024-09-17
545,christchurch,-43.5333,172.6333,282.26,52,40,10.8,NZ,2024-09-17
546,puerto aysen,-45.4,-72.7,277.79,100,100,1.57,CL,2024-09-17
547,bargaal,11.2864,51.0773,299.5,72,77,3.34,SO,2024-09-17
548,magong,23.5654,119.5863,301.72,88,0,2.76,TW,2024-09-17
549,harlingen,26.1906,-97.6961,301.45,96,75,0.0,US,2024-09-17
550,banyo,6.75,11.8167,291.31,92,100,1.18,CM,2024-09-17
551,meulaboh,4.1363,96.1285,297.17,93,100,2.12,ID,2024-09-17
552,eyl,7.9803,49.8164,298.9,79,20,8.1,SO,2024-09-17
553,tamiahua,21.2667,-97.45,301.12,87,97,2.94,MX,2024-09-17
554,angaur state,6.906,134.13,302.23,79,100,8.36,PW,2024-09-17
555,laguna,38.421,-121.4238,295.34,50,0,2.06,US,2024-09-17
556,nouadhibou,20.931,-17.0347,294.14,88,42,5.66,MR,2024-09-17
557,belomorsk,64.5232,34.7668,282.41,65,100,2.36,RU,2024-09-17
558,cadale,2.7603,46.3222,298.28,90,23,5.88,SO,2024-09-17
